start_station_name,end_station_name,start_date,end_date,duration_sec,bike_number,subscriber_type,trip
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-20 12:04:00.000000 UTC,2013-10-20 13:06:00.000000 UTC,3711,64,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-08 15:44:00.000000 UTC,2015-04-08 16:44:00.000000 UTC,3594,218,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-10-25 14:39:00.000000 UTC,2014-10-25 17:04:00.000000 UTC,8707,131,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-17 18:21:00.000000 UTC,2014-05-18 10:51:00.000000 UTC,59428,164,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-09-16 10:28:00.000000 UTC,2015-09-16 10:58:00.000000 UTC,1790,667,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-09-14 15:03:00.000000 UTC,2014-09-15 11:15:00.000000 UTC,72687,194,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-09-15 16:53:00.000000 UTC,2014-09-16 07:55:00.000000 UTC,54120,127,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-09 07:27:00.000000 UTC,2015-04-09 08:22:00.000000 UTC,3302,180,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-06-11 19:54:00.000000 UTC,2016-06-11 20:18:00.000000 UTC,1463,124,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-09 15:02:00.000000 UTC,2014-01-09 15:15:00.000000 UTC,733,52,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-24 16:21:00.000000 UTC,2014-05-24 18:18:00.000000 UTC,7027,149,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-12 15:15:00.000000 UTC,2013-10-12 15:46:00.000000 UTC,1861,649,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-05 14:04:00.000000 UTC,2014-01-05 15:13:00.000000 UTC,4142,109,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-08-19 13:29:00.000000 UTC,2016-08-19 13:38:00.000000 UTC,582,213,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-10 11:20:00.000000 UTC,2014-05-10 12:32:00.000000 UTC,4336,693,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-10 09:32:00.000000 UTC,2015-04-10 12:37:00.000000 UTC,11107,81,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-24 10:14:00.000000 UTC,2014-05-25 00:03:00.000000 UTC,49757,32,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-16 10:17:00.000000 UTC,2014-01-16 11:18:00.000000 UTC,3712,78,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-04 12:48:00.000000 UTC,2015-04-04 22:00:00.000000 UTC,33084,31,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-05-14 08:12:00.000000 UTC,2015-05-14 09:10:00.000000 UTC,3499,213,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-03-06 20:49:00.000000 UTC,2015-03-06 21:18:00.000000 UTC,1752,153,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-07 15:01:00.000000 UTC,2015-04-07 16:02:00.000000 UTC,3662,695,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-08-30 15:34:00.000000 UTC,2015-08-30 17:14:00.000000 UTC,6022,117,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-12 15:15:00.000000 UTC,2013-10-12 15:46:00.000000 UTC,1856,52,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-09-20 13:22:00.000000 UTC,2013-09-20 14:00:00.000000 UTC,2283,23,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-02-15 10:19:00.000000 UTC,2014-02-15 10:39:00.000000 UTC,1226,127,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-24 12:54:00.000000 UTC,2014-05-24 16:54:00.000000 UTC,14387,150,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-04-19 15:26:00.000000 UTC,2014-04-19 16:38:00.000000 UTC,4337,185,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-09-05 18:42:00.000000 UTC,2013-09-05 18:50:00.000000 UTC,513,641,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-09-02 15:21:00.000000 UTC,2013-09-02 16:21:00.000000 UTC,3633,37,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-06-25 11:35:00.000000 UTC,2015-06-25 12:42:00.000000 UTC,4030,95,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-05 14:04:00.000000 UTC,2014-01-05 15:13:00.000000 UTC,4121,60,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-03-19 08:44:00.000000 UTC,2014-03-19 09:40:00.000000 UTC,3340,145,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-06-01 15:00:00.000000 UTC,2014-06-01 19:00:00.000000 UTC,14401,93,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-05-03 14:09:00.000000 UTC,2015-05-03 15:35:00.000000 UTC,5174,39,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-17 14:28:00.000000 UTC,2013-10-17 16:05:00.000000 UTC,5862,187,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-17 14:21:00.000000 UTC,2013-10-17 16:06:00.000000 UTC,6257,650,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-15 01:35:00.000000 UTC,2014-05-15 02:02:00.000000 UTC,1603,299,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-09-16 13:49:00.000000 UTC,2015-09-16 13:51:00.000000 UTC,136,225,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-04-06 15:03:00.000000 UTC,2014-04-06 16:19:00.000000 UTC,4591,23,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-05-29 12:49:00.000000 UTC,2016-05-29 14:35:00.000000 UTC,6313,243,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-09-10 19:21:00.000000 UTC,2013-09-10 19:24:00.000000 UTC,191,645,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-17 12:45:00.000000 UTC,2013-10-17 16:45:00.000000 UTC,14390,674,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-05 11:39:00.000000 UTC,2013-10-05 12:46:00.000000 UTC,4043,664,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-08-19 13:25:00.000000 UTC,2016-08-19 13:28:00.000000 UTC,185,213,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-02-28 10:29:00.000000 UTC,2016-02-28 10:57:00.000000 UTC,1649,188,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-24 16:21:00.000000 UTC,2014-05-24 18:18:00.000000 UTC,7026,688,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-08-21 15:38:00.000000 UTC,2015-08-22 00:20:00.000000 UTC,31298,38,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-07-23 20:21:00.000000 UTC,2015-07-23 20:25:00.000000 UTC,203,247,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-24 12:47:00.000000 UTC,2014-05-24 16:53:00.000000 UTC,14742,702,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-03-12 17:23:00.000000 UTC,2014-03-12 20:27:00.000000 UTC,11026,104,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-09-04 12:18:00.000000 UTC,2014-09-04 12:33:00.000000 UTC,881,28,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-16 10:26:00.000000 UTC,2013-10-16 13:46:00.000000 UTC,11977,175,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-08 15:40:00.000000 UTC,2015-04-08 16:44:00.000000 UTC,3833,307,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-03 10:12:00.000000 UTC,2014-01-03 16:14:00.000000 UTC,21747,663,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-05-29 12:49:00.000000 UTC,2016-05-29 14:34:00.000000 UTC,6324,174,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-09-21 18:39:00.000000 UTC,2014-09-21 20:43:00.000000 UTC,7462,658,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-12-13 06:23:00.000000 UTC,2013-12-13 06:35:00.000000 UTC,710,297,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-01-24 14:59:00.000000 UTC,2016-01-24 15:54:00.000000 UTC,3316,130,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-11-24 12:02:00.000000 UTC,2013-11-24 13:44:00.000000 UTC,6116,640,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-06-04 19:32:00.000000 UTC,2016-06-04 22:22:00.000000 UTC,10184,658,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-09-10 19:25:00.000000 UTC,2013-09-10 19:26:00.000000 UTC,81,645,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-07-29 21:23:00.000000 UTC,2015-07-29 21:43:00.000000 UTC,1242,668,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-06-30 19:30:00.000000 UTC,2015-06-30 21:06:00.000000 UTC,5723,700,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-07-27 23:34:00.000000 UTC,2016-07-27 23:36:00.000000 UTC,109,12,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-09-21 18:38:00.000000 UTC,2014-09-21 20:43:00.000000 UTC,7485,162,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-23 17:30:00.000000 UTC,2015-04-23 19:36:00.000000 UTC,7557,123,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-24 12:54:00.000000 UTC,2014-05-24 16:54:00.000000 UTC,14417,299,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-16 11:24:00.000000 UTC,2014-01-16 11:26:00.000000 UTC,116,175,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-05 11:39:00.000000 UTC,2013-10-05 12:46:00.000000 UTC,4055,174,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-14 16:12:00.000000 UTC,2014-01-14 16:14:00.000000 UTC,110,108,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-06-17 20:09:00.000000 UTC,2016-06-17 21:32:00.000000 UTC,4987,642,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-05 14:04:00.000000 UTC,2014-01-05 15:13:00.000000 UTC,4144,145,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-05-02 16:54:00.000000 UTC,2016-05-02 18:02:00.000000 UTC,4053,661,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-05 11:36:00.000000 UTC,2013-10-05 11:38:00.000000 UTC,128,174,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-04-19 15:17:00.000000 UTC,2014-04-19 16:38:00.000000 UTC,4878,101,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-07-25 13:32:00.000000 UTC,2016-07-25 13:39:00.000000 UTC,431,64,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-03-26 19:16:00.000000 UTC,2014-03-26 19:18:00.000000 UTC,150,184,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-09-02 15:21:00.000000 UTC,2013-09-02 16:21:00.000000 UTC,3619,70,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-05-18 08:16:00.000000 UTC,2016-05-18 16:40:00.000000 UTC,30238,104,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-02-12 01:33:00.000000 UTC,2016-02-12 02:31:00.000000 UTC,3462,11,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-04-06 15:06:00.000000 UTC,2014-04-06 16:19:00.000000 UTC,4397,70,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-06-25 11:36:00.000000 UTC,2015-06-25 12:43:00.000000 UTC,4018,117,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-10 11:20:00.000000 UTC,2014-05-10 12:32:00.000000 UTC,4338,713,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-06-16 17:31:00.000000 UTC,2014-06-16 21:36:00.000000 UTC,14723,685,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-09-16 09:59:00.000000 UTC,2015-09-16 10:25:00.000000 UTC,1596,648,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-10-05 13:34:00.000000 UTC,2014-10-05 13:46:00.000000 UTC,684,186,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-01-05 14:04:00.000000 UTC,2014-01-05 15:13:00.000000 UTC,4106,211,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-09-21 09:05:00.000000 UTC,2014-09-21 14:56:00.000000 UTC,21058,241,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-01-24 15:02:00.000000 UTC,2016-01-24 15:54:00.000000 UTC,3095,692,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-01-24 14:41:00.000000 UTC,2016-01-24 14:49:00.000000 UTC,445,116,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-05-17 18:24:00.000000 UTC,2014-05-18 10:51:00.000000 UTC,59242,15,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-05-29 20:14:00.000000 UTC,2016-05-29 20:33:00.000000 UTC,1163,164,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-02-27 14:38:00.000000 UTC,2016-02-27 14:59:00.000000 UTC,1229,144,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-09-16 18:29:00.000000 UTC,2015-09-16 18:49:00.000000 UTC,1211,78,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-10 09:31:00.000000 UTC,2015-04-10 12:36:00.000000 UTC,11113,690,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-02-21 16:14:00.000000 UTC,2016-02-21 16:28:00.000000 UTC,823,295,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-01-24 14:51:00.000000 UTC,2016-01-24 14:54:00.000000 UTC,213,712,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2013-10-20 11:46:00.000000 UTC,2013-10-20 13:06:00.000000 UTC,4812,641,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-02-29 15:55:00.000000 UTC,2016-03-01 07:59:00.000000 UTC,57845,207,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-04-07 15:16:00.000000 UTC,2015-04-07 16:02:00.000000 UTC,2755,715,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-04-06 15:06:00.000000 UTC,2014-04-06 16:19:00.000000 UTC,4364,143,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-02-27 14:18:00.000000 UTC,2014-02-28 13:34:00.000000 UTC,83780,691,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2016-05-01 10:25:00.000000 UTC,2016-05-01 11:59:00.000000 UTC,5681,225,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-08-31 04:42:00.000000 UTC,2014-08-31 05:28:00.000000 UTC,2740,696,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2015-06-03 13:47:00.000000 UTC,2015-06-03 14:35:00.000000 UTC,2858,99,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Diridon Caltrain Station,2014-02-08 18:00:00.000000 UTC,2014-02-09 09:35:00.000000 UTC,56150,104,Customer,2_2
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-09-01 13:12:00.000000 UTC,2013-09-01 13:25:00.000000 UTC,797,643,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-10-23 20:18:00.000000 UTC,2014-10-23 20:28:00.000000 UTC,585,75,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2014-06-11 18:08:00.000000 UTC,2014-06-11 18:16:00.000000 UTC,504,25,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-07-20 18:24:00.000000 UTC,2015-07-20 18:33:00.000000 UTC,537,712,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-02-24 15:43:00.000000 UTC,2016-02-24 15:50:00.000000 UTC,412,655,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-02-14 15:46:00.000000 UTC,2016-02-14 16:00:00.000000 UTC,863,248,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-10-03 15:57:00.000000 UTC,2015-10-03 16:07:00.000000 UTC,640,150,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-07-21 18:23:00.000000 UTC,2015-07-21 18:29:00.000000 UTC,383,54,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-03-24 18:13:00.000000 UTC,2016-03-24 18:21:00.000000 UTC,427,683,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-04-02 09:08:00.000000 UTC,2015-04-02 09:21:00.000000 UTC,787,643,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-10-18 07:35:00.000000 UTC,2013-10-18 07:40:00.000000 UTC,327,40,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2015-06-29 11:15:00.000000 UTC,2015-06-29 11:49:00.000000 UTC,2054,155,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-02-27 10:13:00.000000 UTC,2016-02-27 10:23:00.000000 UTC,576,667,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2016-04-05 08:44:00.000000 UTC,2016-04-05 09:00:00.000000 UTC,984,232,Customer,2_3
San Jose Diridon Caltrain Station,San Jose Civic Center,2013-09-15 17:02:00.000000 UTC,2013-09-15 20:10:00.000000 UTC,11276,47,Customer,2_3
