institution,org_name,region,location,city,state_province,country,website,sourcewatch_page_url,lat,lon
atlas,AMERICAN LEGISLATIVE EXCHANGE COUNCIL,United States,"Arlington, VA",Arlington,VA,,https://web.archive.org/web/20210108014853/http://www.alec.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/american-legislative-exchange-council,38.8833,-77.1068
atlas,AMERICANS FOR TAX REFORM FOUNDATION,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.atr.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/americans-for-tax-reform,38.89511,-77.03637
atlas,ARCHBRIDGE INSTITUTE,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.archbridgeinstitute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/archbridge-institute,38.89511,-77.03637
atlas,ARIZONA CENTER FOR PHILOSOPHY OF FREEDOM,United States,"Tuscon, AZ",Tuscon,AZ,,https://web.archive.org/web/20210108014853/http://www.freedomcenter.arizona.edu/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/arizona-center-for-philosophy-of-freedom,32.2226,-110.9747
atlas,ARKANSAS CENTER FOR RESEARCH IN ECONOMICS,United States,"Conway, AR",Conway,AR,,https://web.archive.org/web/20210108014853/http://uca.edu/acre/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/arkansas-center-for-research-in-economics,35.0993,-92.4419
atlas,ARKANSAS POLICY FOUNDATION,United States,"Little Rock, AR",Little Rock,AR,,https://web.archive.org/web/20210108014853/http://www.arkansaspolicyfoundation.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/arkansas-policy-foundation,34.7465,-92.2896
atlas,AYN RAND INSTITUTE,United States,"Santa Ana, CA",Santa Ana,CA,,https://web.archive.org/web/20210108014853/http://ari.aynrand.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/ayn-rand-institute,33.7455,-117.8677
atlas,BADGER INSTITUTE,United States,"Milwaukee, WI",Milwaukee,WI,,https://web.archive.org/web/20210108014853/http://badgerinstitute.org/BI.htm,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/badger-institute,43.0389,-87.9065
atlas,BALLOTPEDIA,United States,"Middleton, WI",Middleton,WI,,https://web.archive.org/web/20210108014853/http://www.ballotpdia.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/Ballotpedia,43.0975,-89.5043
atlas,BEACON CENTER OF TENNESSEE,United States,"Nashville, TN",Nashville,TN,,https://web.archive.org/web/20210108014853/http://www.beacontn.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/beacon-center-of-tennessee,36.1627,-86.7816
atlas,BECKET,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.becketfund.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/becket,38.89511,-77.03637
atlas,BETTER CITIES PROJECT,United States,"Las Vegas, NV",Las Vegas,NV,,https://web.archive.org/web/20210108014853/http://www.better-cities.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/better-cities-project,36.1699,-115.1398
atlas,BILL OF RIGHTS INSTITUTE,United States,"Arlington, VA",Arlington,VA,,https://web.archive.org/web/20210108014853/http://www.billofrightsinstitute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/bill-of-rights-institute,38.8833,-77.1068
atlas,BLACKSTONE & BURKE CENTER FOR LAW AND LIBERTY,United States,"Montgomery, AL",Montgomery,AL,,https://web.archive.org/web/20210108014853/http://www.blackstoneandburke.com/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/the-blackstone-and-burke-center-for-law-and-liberty,32.3668,-86.3
atlas,BLUEGRASS INSTITUTE FOR PUBLIC POLICY SOLUTIONS,United States,"Lexington, KY",Lexington,KY,,https://web.archive.org/web/20210108014853/http://www.bipps.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/bluegrass-institute-for-public-policy-solutions1,38.0406,-84.5037
atlas,BROAD + LIBERTY,United States,"Philadelphia, PA",Philadelphia,PA,,https://web.archive.org/web/20210108014853/http://www.broadandliberty.com/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/broad-liberty,39.9526,-75.1652
atlas,CAESAR RODNEY INSTITUTE,United States,"Dover, DE",Dover,DE,,https://web.archive.org/web/20210108014853/http://www.caesarrodney.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/caesar-rodney-institute,39.1582,-75.5244
atlas,CALIFORNIA POLICY CENTER,United States,"Tustin, CA",Tustin,CA,,https://web.archive.org/web/20210108014853/http://calpolicycenter.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/california-policy-center,33.7455,-117.8265
atlas,CALVIN COOLIDGE PRESIDENTIAL FOUNDATION,United States,"Plymouth, VT",Plymouth,VT,,https://web.archive.org/web/20210108014853/http://coolidgefoundation.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/calvin-coolidge-presidential-foundation,43.6102,-72.6824
atlas,CAPITAL RESEARCH CENTER,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.capitalresearch.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/capital-research-center,38.89511,-77.03637
atlas,CARDINAL INSTITUTE FOR WEST VIRGINIA POLICY,United States,"Charleston, WV",Charleston,WV,,https://web.archive.org/web/20210108014853/http://cardinalinstitute.com/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/cardinal-institute-for-west-virginia-policy,38.3498,-81.6326
atlas,CATO INSTITUTE,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.cato.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/cato-institute,38.89511,-77.03637
atlas,CENTER FOR ECONOMIC ACCOUNTABILITY,United States,"Grosse Pointe Woods, MI",Grosse Pointe Woods,MI,,https://web.archive.org/web/20210108014853/http://www.economicaccountability.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/center-for-economic-accountability,42.4934,-82.9114
atlas,CENTER FOR INDEPENDENT THOUGHT,United States,"Philadelphia, PA",Philadelphia,PA,,https://web.archive.org/web/20210108014853/http://www.centerforindependentthought.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/center-for-independent-thought,39.9526,-75.1652
atlas,CENTER FOR PUBLIC CHOICE & MARKET PROCESS,United States,"Charleston, SC",Charleston,SC,,https://web.archive.org/web/20210108014853/http://sb.cofc.edu/centers/publicchoice/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/initiative-for-public-choice-market-process,32.7765,-79.9311
atlas,CENTER FOR THE STUDY OF ECONOMIC LIBERTY,United States,"Tempe, AZ",Tempe,AZ,,https://web.archive.org/web/20210108014853/http://csel.asu.edu/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/center-for-the-study-of-economic-liberty-at-arizona-state-university,33.4255,-111.94
atlas,CENTER FOR THE STUDY OF LIBERTY,United States,"Carmel, IN",Carmel,IN,,https://web.archive.org/web/20210108014853/http://www.studyliberty.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/center-for-the-study-of-liberty,39.9784,-86.118
atlas,"CENTRO PARA RENOVACIÓN ECONÓMICA, CRECIMIENTO Y EXCELENCIA",United States,"San Juan, PR",San Juan,PR,,https://web.archive.org/web/20210108014853/http://www.centrocrece.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/centro-para-renovacion-economica-crecimiento-y-excelencia1,18.4655,-66.1057
atlas,"CERTELL, INC.",United States,"Indianapolis, IN",Indianapolis,IN,,https://web.archive.org/web/20210108014853/http://www.certell.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/certell-inc,39.7684,-86.1581
atlas,CHARTER CITIES INSTITUTE,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.chartercitiesinstitute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/charter-cities-institute,38.89511,-77.03637
atlas,CIVITAS INSTITUTE,United States,"Raleigh, NC",Raleigh,NC,,https://web.archive.org/web/20210108014853/http://www.nccivitas.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/civitas-institute,35.7796,-78.6382
atlas,CLEMSON INSTITUTE FOR THE STUDY OF CAPITALISM,United States,"Clemson, SC",Clemson,SC,,https://web.archive.org/web/20210108014853/http://www.clemson.edu/capitalism/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/clemson-institute-for-the-study-of-capitalism,34.6739,-82.8375
atlas,COMMON SENSE INSTITUTE,United States,"Greenwood Village, CO",Greenwood Village,CO,,https://web.archive.org/web/20210108014853/http://www.commonsenseinstituteco.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/common-sense-policy-roundtable-forum,39.6056,-104.9509
atlas,COMMONWEALTH FOUNDATION,United States,"Harrisburg, PA",Harrisburg,PA,,https://web.archive.org/web/20210108014853/http://www.commonwealthfoundation.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/commonwealth-foundation,40.2732,-76.8844
atlas,COMPACT FOR AMERICA EDUCATIONAL FOUNDATION,United States,"Houston, TX",Houston,TX,,https://web.archive.org/web/20210108014853/http://compactforamerica.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/compact-for-america-educational-foundation,29.7604,-95.3698
atlas,COMPETITIVE ENTERPRISE INSTITUTE,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.cei.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/competitive-enterprise-institute,38.89511,-77.03637
atlas,CONSCIOUS CAPITALISM,United States,"Warren, MI",Warren,MI,,https://web.archive.org/web/20210108014853/http://www.consciouscapitalism.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/conscious-capitalism,42.5149,-83.0149
atlas,CONSUMER CHOICE CENTER,United States,"Arlington, VA",Arlington,VA,,https://web.archive.org/web/20210108014853/http://consumerchoicecenter.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/consumer-choice-center,38.8833,-77.1068
atlas,ECONOMIC THINKING,United States,"Seattle, WA",Seattle,WA,,https://web.archive.org/web/20210108014853/http://www.economicthinking.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/economic-thinking,47.6062,-122.3321
atlas,ED SNIDER CENTER FOR ENTERPRISE & MARKETS,United States,"College Park, MD",College Park,MD,,https://web.archive.org/web/20210108014853/http://www.rhsmith.umd.edu/centers-excellence/snider-center-enterprise-markets,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/ed-snider-center-for-enterprise-markets,38.9872,-76.9378
atlas,EMPIRE CENTER FOR PUBLIC POLICY,United States,"Albany, NY",Albany,NY,,https://web.archive.org/web/20210108014853/http://www.empirecenter.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/empire-center-for-public-policy,42.6526,-73.7562
atlas,ETHAN ALLEN INSTITUTE,United States,"Montpelier, VT",Montpelier,VT,,https://web.archive.org/web/20210108014853/http://www.ethanallen.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/ethan-allen-institute,44.2601,-72.5754
atlas,EXCELINED,United States,"Tallahassee, FL",Tallahassee,FL,,https://web.archive.org/web/20210108014853/http://www.excelined.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/foundation-for-excellence-in-education,30.4383,-84.2807
atlas,FEDERALIST SOCIETY FOR LAW AND PUBLIC POLICY STUDIES,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://fedsoc.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/federalist-society-for-law-and-public-policy-studies,38.89511,-77.03637
atlas,FIRST LIBERTY INSTITUTE,United States,"Plano, TX",Plano,TX,,https://web.archive.org/web/20210108014853/http://firstliberty.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/first-liberty-institute,33.0198,-96.6989
atlas,FOUNDATION FOR GOVERNMENT ACCOUNTABILITY,United States,"Naples, FL",Naples,FL,,https://web.archive.org/web/20210108014853/http://www.thefga.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/foundation-for-government-accountability,26.142038,-81.794857
atlas,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION (FIRE),United States,"Philadelphia, PA",Philadelphia,PA,,https://web.archive.org/web/20210108014853/http://www.thefire.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/foundation-for-individual-rights-in-education-fire,39.9526,-75.1652
atlas,FRANKLIN NEWS FOUNDATION,United States,"Chicago, IL",Chicago,IL,,https://web.archive.org/web/20210108014853/http://www.franklinnews.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/franklin-news,41.8781,-87.6298
atlas,FREE THE PEOPLE FOUNDATION,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://freethepeople.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/free-the-people,38.89511,-77.03637
atlas,FREE TO CHOOSE NETWORK,United States,"Erie, PA",Erie,PA,,https://web.archive.org/web/20210108014853/http://www.freetochoosemedia.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/free-to-choose-network,42.1292,-80.0851
atlas,FREEDOM & VIRTUE INSTITUTE,United States,"Fort Myers, FL",Fort Myers,FL,,https://web.archive.org/web/20210108014853/http://www.fvinstitute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/the-freedom-virtue-institute,26.6406,-81.8723
atlas,GENETIC LITERACY PROJECT,United States,"Cincinnati, OH",Cincinnati,OH,,https://web.archive.org/web/20210108014853/http://www.geneticliteracyproject.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/genetic-literacy-project,39.1031,-84.512
atlas,GEORGIA CENTER FOR OPPORTUNITY,United States,"Peachtree Corners, GA",Peachtree Corners,GA,,https://web.archive.org/web/20210108014853/http://georgiaopportunity.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/georgia-center-for-opportunity,33.9704,-84.225
atlas,GEORGIA PUBLIC POLICY FOUNDATION,United States,"Atlanta, GA",Atlanta,GA,,https://web.archive.org/web/20210108014853/http://www.gppf.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/georgia-public-policy-foundation,33.749,-84.388
atlas,GOLDWATER INSTITUTE,United States,"Phoenix, AZ",Phoenix,AZ,,https://web.archive.org/web/20210108014853/http://www.goldwaterinstitute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/goldwater-institute,33.4484,-112.074
atlas,GRASSROOT INSTITUTE OF HAWAII,United States,"Honolulu, HI",Honolulu,HI,,https://web.archive.org/web/20210108014853/http://grassrootinstitute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/grassroot-institute-of-hawaii,21.3069,-157.8583
atlas,HERITAGE FOUNDATION,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.heritage.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/heritage-foundation,38.89511,-77.03637
atlas,HOOVER INSTITUTION,United States,"Stanford, CA",Stanford,CA,,https://web.archive.org/web/20210108014853/http://www.hoover.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/hoover-institution,37.4275,-122.1697
atlas,HUMAN RIGHTS FOUNDATION,United States,"New York, NY",New York,NY,,https://web.archive.org/web/20210108014853/http://www.hrf.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/human-rights-foundation,40.7128,-74.006
atlas,IDAHO FREEDOM FOUNDATION,United States,"Boise, ID",Boise,ID,,https://web.archive.org/web/20210108014853/http://www.idahofreedom.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/idaho-freedom-foundation,43.615,-116.2023
atlas,IDEAS BEYOND BORDERS,United States,"New York, NY",New York,NY,,https://web.archive.org/web/20210108014853/http://www.ideasbeyondborders.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/ideas-beyond-borders,40.7128,-74.006
atlas,ILLINOIS POLICY INSTITUTE,United States,"Chicago, IL",Chicago,IL,,https://web.archive.org/web/20210108014853/http://www.illinoispolicy.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/illinois-policy-institute,41.8781,-87.6298
atlas,INDEPENDENCE INSTITUTE,United States,"Denver, CO",Denver,CO,,https://web.archive.org/web/20210108014853/http://www.i2i.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/independence-institute,39.7392,-104.9903
atlas,INDEPENDENT INSTITUTE,United States,"Oakland, CA",Oakland,CA,,https://web.archive.org/web/20210108014853/http://www.independent.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/independent-institute,37.8044,-122.2711
atlas,INDEPENDENT WOMEN'S FORUM,United States,"Winchester, VA",Winchester,VA,,https://web.archive.org/web/20210108014853/http://www.iwf.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/independent-womens-forum,39.1852,-78.1659
atlas,INSTITUTE FOR FREE SPEECH,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.ifs.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/institute-for-free-speech,38.89511,-77.03637
atlas,INSTITUTE FOR HUMANE STUDIES,United States,"Arlington, VA",Arlington,VA,,https://web.archive.org/web/20210108014853/http://www.theihs.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/institute-for-humane-studies,38.8833,-77.1068
atlas,INSTITUTE FOR JUSTICE,United States,"Arlington, VA",Arlington,VA,,https://web.archive.org/web/20210108014853/http://www.ij.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/institute-for-justice,38.8833,-77.1068
atlas,INSTITUTE FOR POLICY INNOVATION,United States,"Irving, TX",Irving,TX,,https://web.archive.org/web/20210108014853/http://www.ipi.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/institute-for-policy-innovation,32.814,-96.948
atlas,INSTITUTE FOR PRINCIPLE STUDIES,United States,"Modesto, CA",Modesto,CA,,https://web.archive.org/web/20210108014853/http://principlestudies.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/institute-for-principle-studies,37.6391,-120.9969
atlas,INTERCOLLEGIATE STUDIES INSTITUTE,United States,"Wilmington, DE",Wilmington,DE,,https://web.archive.org/web/20210108014853/http://home.isi.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/intercollegiate-studies-institute-inc,39.7392,-75.5398
atlas,INTERNATIONAL CENTER FOR LAW & ECONOMICS,United States,"Portland, OR",Portland,OR,,https://web.archive.org/web/20210108014853/http://www.laweconcenter.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/international-center-for-law-economics,45.523451,-122.676207
atlas,JAMES G. MARTIN CENTER FOR ACADEMIC RENEWAL,United States,"Raleigh, NC",Raleigh,NC,,https://web.archive.org/web/20210108014853/http://www.jamesgmartin.center/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/james-g.-martin-center-for-academic-renewal,35.7796,-78.6382
atlas,JAMES MADISON INSTITUTE,United States,"Tallahassee, FL",Tallahassee,FL,,https://web.archive.org/web/20210108014853/http://www.jamesmadison.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/james-madison-institute,30.4383,-84.2807
atlas,JOHN LOCKE FOUNDATION,United States,"Raleigh, NC",Raleigh,NC,,https://web.archive.org/web/20210108014853/http://www.johnlocke.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/john-locke-foundation,35.7796,-78.6382
atlas,JUNIOR ACHIEVEMENT - ROCKY MOUNTAIN,United States,"Arvada, CO",Arvada,CO,,https://web.archive.org/web/20210108014853/http://www.jacolorado.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/junior-achievement-rocky-mountain,39.8028,-105.0875
atlas,JUST ADD FIREWATER,United States,"Los Angles, CA",Los Angles,CA,,https://web.archive.org/web/20210108014853/http://www.justaddfirewater.com/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/just-add-firewater,34.0522,-118.2437
atlas,KANSAS POLICY INSTITUTE,United States,"Witchita, KS",Witchita,KS,,https://web.archive.org/web/20210108014853/http://www.kansaspolicy.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/kansas-policy-institute,37.6872,-97.3301
atlas,LADIES OF LIBERTY ALLIANCE,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://ladiesofliberty.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/ladies-of-liberty-alliance,38.89511,-77.03637
atlas,LAW AND ECONOMICS CENTER AT GEORGE MASON UNIVERSITY,United States,"Arlington, VA",Arlington,VA,,https://web.archive.org/web/20210108014853/http://masonlec.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/law-and-economics-center-at-george-mason-university,38.8833,-77.1068
atlas,LET GROW,United States,"New York, NY",New York,NY,,https://web.archive.org/web/20210108014853/http://www.letgrow.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/let-grow,40.7128,-74.006
atlas,LIBERTAS INSTITUTE,United States,"Lehi, UT",Lehi,UT,,https://web.archive.org/web/20210108014853/http://libertasutah.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/libertas-institute,40.3925,-111.8508
atlas,LIBERTY FUND,United States,"Indianapolis, IN",Indianapolis,IN,,https://web.archive.org/web/20210108014853/http://www.libertyfund.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/liberty-fund,39.7684,-86.1581
atlas,LIBERTY INTERNATIONAL,United States,"San Francisco, CA",San Francisco,CA,,https://web.archive.org/web/20210108014853/http://liberty-intl.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/international-society-for-individual-liberty,37.7749,-122.4194
atlas,LINCOLN NETWORK,United States,"San Francisco, CA",San Francisco,CA,,https://web.archive.org/web/20210108014853/http://joinlincoln.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/lincoln-network,37.7749,-122.4194
atlas,MACKINAC CENTER FOR PUBLIC POLICY,United States,"Midland, MI",Midland,MI,,https://web.archive.org/web/20210108014853/http://www.mackinac.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/mackinac-center-for-public-policy,43.6156,-84.2478
atlas,MADISON LIBERTY INSTITUTE,United States,"Rexburg, ID",Rexburg,ID,,https://web.archive.org/web/20210108014853/http://www.madisonliberty.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/madison-liberty-institute,43.8265,-111.7857
atlas,MAINE POLICY INSTITUTE,United States,"Portland, ME",Portland,ME,,https://web.archive.org/web/20210108014853/http://www.mainepolicy.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/maine-policy-institute,43.6615,-70.2553
atlas,MANHATTAN INSTITUTE FOR POLICY RESEARCH,United States,"New York, NY",New York,NY,,https://web.archive.org/web/20210108014853/http://www.manhattan-institute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/manhattan-institute-for-policy-research,40.7128,-74.006
atlas,MANUEL H. JOHNSON CENTER FOR POLITICAL ECONOMY,United States,"Troy, AL",Troy,AL,,https://web.archive.org/web/20210108014853/http://www.troy.edu/academics/colleges-schools/business/johnson-center/about/index.html,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/manuel-h.-johnson-center-for-political-economy,31.8404,-85.9641
