institution,org_name,region,location,city,state_province,country,website,sourcewatch_page_url
atlas,MAINE POLICY INSTITUTE,United States,"Portland, ME",Portland,ME,,https://web.archive.org/web/20210108014853/http://www.mainepolicy.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/maine-policy-institute
atlas,MANHATTAN INSTITUTE FOR POLICY RESEARCH,United States,"New York, NY",New York,NY,,https://web.archive.org/web/20210108014853/http://www.manhattan-institute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/manhattan-institute-for-policy-research
atlas,MANUEL H. JOHNSON CENTER FOR POLITICAL ECONOMY,United States,"Troy, AL",Troy,AL,,https://web.archive.org/web/20210108014853/http://www.troy.edu/academics/colleges-schools/business/johnson-center/about/index.html,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/manuel-h.-johnson-center-for-political-economy
atlas,MARYLAND PUBLIC POLICY INSTITUTE,United States,"Germantown, MD",Germantown,MD,,https://web.archive.org/web/20210108014853/http://www.mdpolicy.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/maryland-public-policy-institute
atlas,MERCATUS CENTER AT GEORGE MASON UNIVERSITY,United States,"Arlington, VA",Arlington,VA,,https://web.archive.org/web/20210108014853/http://www.mercatus.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/mercatus-center-at-george-mason-university
atlas,MISSISSIPPI CENTER FOR PUBLIC POLICY,United States,"Jackson, MS",Jackson,MS,,https://web.archive.org/web/20210108014853/http://www.mspolicy.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/mississippi-center-for-public-policy
atlas,MONT PELERIN SOCIETY,United States,"Alexandria, VA",Alexandria,VA,,https://web.archive.org/web/20210108014853/http://www.montpelerin.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/mont-pelerin-society
atlas,MOUNTAIN STATES LEGAL FOUNDATION,United States,"Lakewood, CO",Lakewood,CO,,https://web.archive.org/web/20210108014853/http://www.mountainstateslegal.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/mountain-states-legal-foundation
atlas,MOVING PICTURE INSTITUTE,United States,"New York, NY",New York,NY,,https://web.archive.org/web/20210108014853/http://www.thempi.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/moving-picture-institute
atlas,MUSIC FOR LIBERTY,United States,"Van Nuys, CA",Van Nuys,CA,,https://web.archive.org/web/20210108014853/http://www.musicforliberty.com/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/music-for-liberty
atlas,NATIONAL REVIEW INSTITUTE,United States,"New York City, NY",New York City,NY,,https://web.archive.org/web/20210108014853/http://nrinstitute.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/national-review-institute
atlas,NATIONAL TAXPAYERS UNION,United States,"Washington, DC",Washington,DC,,https://web.archive.org/web/20210108014853/http://www.ntu.org/,https://web.archive.org/web/20210108014853/https://www.atlasnetwork.org/partners/global-directory/national-taxpayers-union
